Time, Heater, Temperature
4352.803689,36,55.026
4353.782094,36,54.962
4354.795208,36,55.026
4355.773716,36,54.865
4356.787044,36,54.769
4357.765049,36,54.833
4358.778899,36,54.801
4359.75684,36,54.736
4360.770726,36,54.736
4361.748659,36,54.704
4362.762589,36,54.543
4363.740497,36,54.414
4364.754309,36,54.414
4365.73229,36,54.414
4366.74618,36,54.156
4367.724133,36,54.253
4368.73805,36,54.253
4369.715901,36,54.188
4370.729527,36,54.124
4371.707726,36,54.092
4372.721397,36,54.092
4373.699527,36,54.092
4374.713232,36,54.092
4375.691352,36,54.092
4376.705093,36,54.092
4377.683137,36,54.092
4378.696949,36,54.092
4379.674948,36,54.092
4380.688818,36,54.092
4381.666734,36,54.092
4382.680656,36,54.06
4383.65854,36,53.834
4384.672548,36,53.866
4385.650344,36,53.931
4386.664401,36,54.092
4387.642167,36,54.092
4388.656245,36,54.092
4389.633805,36,54.092
4390.647783,36,54.092
4391.625631,36,54.092
4392.639637,36,54.253
4393.617434,36,54.317
4394.631476,36,54.35
4395.60923,36,54.124
4396.62333,36,54.092
4397.600613,36,54.092
4398.615135,36,54.092
4399.592444,36,54.092
4400.607009,36,54.092
4401.584239,36,54.092
4402.598881,36,54.092
4403.576004,36,54.092
4404.590747,36,53.963
4405.567753,36,53.77
4406.582636,36,53.77
4407.559467,36,53.576
4408.574444,36,53.512
4409.551114,36,53.641
4410.566218,36,53.705
4411.54293,36,53.544
4412.558058,36,53.512
4413.534725,36,53.512
4414.549929,36,53.544
4415.526538,36,53.447
4416.54176,36,53.479
4417.518332,36,53.447
4418.533626,36,53.447
4419.51014,36,53.447
4420.525495,36,53.447
4421.501931,36,53.447
4422.517338,36,53.447
4423.493375,36,53.447
4424.50904,36,53.447
4425.48521,36,53.479
4426.500906,36,53.479
4427.476595,36,53.447
4428.492744,36,53.157
4429.468374,36,53.125
4430.484576,36,53.125
4431.460137,36,53.125
4432.47627,36,53.125
4433.45194,36,53.125
4434.468153,36,53.125
4435.443735,36,53.093
4436.459968,36,52.964
4437.435564,36,52.803
